University ,Year ,Ranking ,Tier 
UCBerkeley,2015,2,
UCBerkeley,2015,2,
UCBerkeley,2015,8,
UCBerkeley,2015,3,
UCBerkeley,2015,1,1
UCBerkeley,2015,5,
UCBerkeley,2015,5,
UCBerkeley,2015,1,2
UCBerkeley,2015,1,1
UCBerkeley,2014,1,1
UCBerkeley,2014,1,3
UCBerkeley,2014,1,1
UCBerkeley,2014,1,3
UCBerkeley,2014,1,3
UCBerkeley,2014,1,3
UCBerkeley,2014,1,3
UCBerkeley,2014,1,3
UCBerkeley,2014,2,
UCBerkeley,2014,2,
UCBerkeley,2014,8,
UCBerkeley,2014,8,
UCBerkeley,2014,8,
UCBerkeley,2014,8,
UCBerkeley,2014,8,
UCBerkeley,2014,3,
UCBerkeley,2014,1,1
UCBerkeley,2014,1,1
UCBerkeley,2014,1,1
UCBerkeley,2013,1,2
UCBerkeley,2013,6,
UCBerkeley,2013,1,1
UCBerkeley,2013,1,1
UCBerkeley,2013,3,
UCBerkeley,2013,1,3
UCBerkeley,2013,1,3
UCBerkeley,2013,1,3
UCBerkeley,2013,1,3
UCBerkeley,2013,1,3
UCBerkeley,2013,1,3
UCBerkeley,2013,1,3
UCBerkeley,2013,1,3
UCBerkeley,2013,2,
UCBerkeley,2013,8,
UCBerkeley,2013,8,
UCBerkeley,2013,8,
UCBerkeley,2013,1,2
UCBerkeley,2013,6,
UCBerkeley,2012,1,2
UCBerkeley,2012,1,1
UCBerkeley,2012,1,1
UCBerkeley,2012,6,
UCBerkeley,2012,3,
UCBerkeley,2012,1,3
UCBerkeley,2012,1,3
UCBerkeley,2012,1,3
UCBerkeley,2012,1,3
UCBerkeley,2012,1,3
UCBerkeley,2012,1,3
UCBerkeley,2012,2,
UCBerkeley,2012,8,
UCBerkeley,2012,3,
UCBerkeley,2012,3,
UCBerkeley,2012,4,
UCBerkeley,2012,5,
UCBerkeley,2012,6,
UCBerkeley,2012,5,
UCBerkeley,2011,1,2
UCBerkeley,2011,5,
UCBerkeley,2011,5,
UCBerkeley,2011,1,2
UCBerkeley,2011,6,
UCBerkeley,2011,1,3
UCBerkeley,2011,1,3
UCBerkeley,2011,1,3
UCBerkeley,2011,1,3
UCBerkeley,2011,1,3
UCBerkeley,2011,2,
UCBerkeley,2011,2,
UCBerkeley,2011,2,
UCBerkeley,2011,6,
UCBerkeley,2011,8,
UCBerkeley,2011,8,
UCBerkeley,2011,8,
UCBerkeley,2011,3,
UCBerkeley,2011,3,
UCBerkeley,2011,3,
UCBerkeley,2011,4,
UCBerkeley,2011,10,
UCBerkeley,2010,1,1
UCBerkeley,2010,7,
UCBerkeley,2010,6,
UCBerkeley,2010,5,
UCBerkeley,2010,8,
UCBerkeley,2010,1,3
UCBerkeley,2010,1,3
UCBerkeley,2010,1,3
UCBerkeley,2010,1,3
UCBerkeley,2010,1,3
UCBerkeley,2010,2,
UCBerkeley,2010,2,
UCBerkeley,2010,2,
UCBerkeley,2010,8,
UCBerkeley,2010,8,
UCBerkeley,2010,8,
UCBerkeley,2010,8,
UCBerkeley,2010,6,
UCBerkeley,2009,1,1
UCBerkeley,2009,8,
UCBerkeley,2009,8,
UCBerkeley,2009,3,
UCBerkeley,2009,3,
UCBerkeley,2009,3,
UCBerkeley,2009,3,
UCBerkeley,2009,1,1
UCBerkeley,2009,1,3
UCBerkeley,2009,1,3
UCBerkeley,2009,1,3
UCBerkeley,2009,1,3
UCBerkeley,2009,1,3
UCBerkeley,2009,2,
UCBerkeley,2009,8,
UCBerkeley,2009,3,
UCBerkeley,2009,4,
UCBerkeley,2009,4,
UCBerkeley,2009,1,2
UCBerkeley,2009,9,
UCBerkeley,2009,9,
UCBerkeley,2009,10,
UCBerkeley,2008,7,
UCBerkeley,2008,1,1
UCBerkeley,2008,1,2
UCBerkeley,2008,5,
UCBerkeley,2008,1,1
UCBerkeley,2008,6,
UCBerkeley,2008,6,
UCBerkeley,2008,6,
UCBerkeley,2008,1,2
UCBerkeley,2008,8,
UCBerkeley,2008,8,
UCBerkeley,2008,8,
UCBerkeley,2008,8,
UCBerkeley,2008,4,
UCBerkeley,2008,1,3
UCBerkeley,2008,1,3
UCBerkeley,2008,1,3
UCBerkeley,2008,1,1
UCBerkeley,2008,1,3
UCBerkeley,2008,1,3
UCBerkeley,2008,1,3
UCBerkeley,2008,1,3
UCBerkeley,2008,2,
UCBerkeley,2008,2,
UCBerkeley,2008,2,
UCBerkeley,2008,2,
UCBerkeley,2008,6,
UCBerkeley,2008,9,
UCBerkeley,2008,3,
UCBerkeley,2008,4,
UCBerkeley,2007,4,
UCBerkeley,2007,3,
UCBerkeley,2007,4,
UCBerkeley,2007,3,
UCBerkeley,2007,4,
UCBerkeley,2007,1,3
UCBerkeley,2007,1,3
UCBerkeley,2007,1,3
UCBerkeley,2007,1,3
UCBerkeley,2007,1,3
UCBerkeley,2007,1,2
UCBerkeley,2007,1,1
UCBerkeley,2007,1,1
UCBerkeley,2007,2,
UCBerkeley,2007,4,
UCBerkeley,2007,5,
UCBerkeley,2007,6,
UCBerkeley,2007,6,
UCBerkeley,2007,6,
UCBerkeley,2007,8,
UCBerkeley,2007,1,3
Stanford,2020,10,
Stanford,2020,1,3
Stanford,2020,1,1
Stanford,2020,6,
Stanford,2020,1,2
Stanford,2020,10,
Stanford,2020,1,3
Stanford,2020,10,
Stanford,2020,10,
Stanford,2020,6,
Stanford,2020,1,1
Stanford,2020,3,
Stanford,2020,10,
Stanford,2020,1,1
Stanford,2020,6,
Stanford,2020,8,
Stanford,2020,1,3
Stanford,2020,5,
Stanford,2019,8,
Stanford,2019,1,3
Stanford,2019,1,3
Stanford,2019,5,
Stanford,2019,3,
Stanford,2019,5,
Stanford,2019,10,
Stanford,2019,1,3
Stanford,2019,1,3
Stanford,2019,5,
Stanford,2019,9,
Stanford,2019,1,3
Stanford,2019,1,3
Stanford,2019,1,1
Stanford,2019,1,3
Stanford,2019,1,3
Stanford,2019,5,
Stanford,2019,1,3
Stanford,2019,1,2
Stanford,2019,1,3
Stanford,2018,5,
Stanford,2018,1,1
Stanford,2018,1,1
Stanford,2018,5,
Stanford,2018,1,3
Stanford,2018,5,
Stanford,2018,1,3
Stanford,2018,3,
Stanford,2018,1,3
Stanford,2018,1,3
Stanford,2018,1,3
Stanford,2018,5,
Stanford,2018,1,3
Stanford,2018,3,
Stanford,2018,5,
Stanford,2018,5,
Stanford,2018,3,
Stanford,2018,5,
Stanford,2018,3,
Stanford,2018,1,3
Stanford,2018,1,1
Stanford,2018,1,1
Stanford,2017,2,
Stanford,2017,8,
Stanford,2017,1,3
Stanford,2017,1,3
Stanford,2017,1,3
Stanford,2017,8,
Stanford,2017,10,
Stanford,2017,4,
Stanford,2017,10,
Stanford,2017,6,
Stanford,2017,1,3
Stanford,2017,8,
Stanford,2017,8,
Stanford,2017,1,3
Stanford,2017,3,
Stanford,2017,1,2
Stanford,2017,5,
Stanford,2017,5,
Stanford,2017,9,
Stanford,2017,10,
Stanford,2017,1,1
Stanford,2016,10,
Stanford,2016,10,
Stanford,2016,1,3
Stanford,2016,1,3
Stanford,2016,1,3
Stanford,2016,1,1
Stanford,2016,1,3
Stanford,2016,3,
Stanford,2016,1,1
Stanford,2016,1,3
Stanford,2016,3,
Stanford,2016,3,
Stanford,2016,1,1
Stanford,2016,1,1
Stanford,2016,5,
Stanford,2016,5,
Stanford,2016,1,1
Stanford,2016,1,2
Stanford,2016,1,2
Stanford,2015,1,1
Stanford,2015,1,2
Stanford,2015,3,
Stanford,2015,5,
Stanford,2015,1,3
Stanford,2015,1,3
Stanford,2015,1,1
Stanford,2015,1,1
Stanford,2015,1,3
Stanford,2015,1,3
Stanford,2015,1,3
Stanford,2015,1,3
Stanford,2015,1,3
Stanford,2015,1,3
Stanford,2015,1,3
Stanford,2015,1,2
Stanford,2015,1,1
Stanford,2015,3,
Stanford,2015,5,
Stanford,2015,1,1
Stanford,2015,9,
Stanford,2015,5,
Stanford,2015,1,1
Stanford,2015,1,1
Stanford,2015,5,
Stanford,2015,6,
Stanford,2014,10,
Stanford,2014,10,
Stanford,2014,10,
Stanford,2014,5,
Stanford,2014,1,1
Stanford,2014,1,3
Stanford,2014,1,3
Stanford,2014,1,1
Stanford,2014,1,3
Stanford,2014,1,3
Stanford,2014,1,3
Stanford,2014,1,3
Stanford,2014,8,
Stanford,2014,3,
Stanford,2014,6,
Stanford,2014,1,2
Stanford,2013,5,
Stanford,2013,10,
Stanford,2013,5,
Stanford,2013,10,
Stanford,2013,5,
Stanford,2013,1,3
Stanford,2013,1,3
Stanford,2013,1,1
Stanford,2013,1,3
Stanford,2013,1,3
Stanford,2013,1,3
Stanford,2013,1,3
Stanford,2013,3,
Stanford,2013,8,
Stanford,2013,1,3
Stanford,2013,9,
Stanford,2013,5,
Stanford,2013,1,2
Stanford,2012,1,1
Stanford,2012,5,
Stanford,2012,1,1
Stanford,2012,10,
Stanford,2012,1,1
Stanford,2012,1,3
Stanford,2012,1,3
Stanford,2012,1,3
Stanford,2012,8,
Stanford,2012,1,3
Stanford,2012,3,
Stanford,2012,9,
Stanford,2012,1,1
Stanford,2012,1,1
Stanford,2012,1,1
Stanford,2012,6,
Stanford,2011,1,1
Stanford,2011,1,1
Stanford,2011,3,
Stanford,2011,1,3
Stanford,2011,8,
Stanford,2011,1,1
Stanford,2011,1,3
Stanford,2011,1,3
Stanford,2011,3,
Stanford,2011,2,
Stanford,2011,6,
Stanford,2011,1,3
Stanford,2011,3,
Stanford,2011,1,2
Stanford,2011,9,
Stanford,2011,1,2
Stanford,2011,6,
Stanford,2010,5,
Stanford,2010,1,2
Stanford,2010,1,1
Stanford,2010,1,1
Stanford,2010,1,1
Stanford,2010,6,
Stanford,2010,3,
Stanford,2010,1,3
Stanford,2010,1,3
Stanford,2010,1,3
Stanford,2010,1,3
Stanford,2010,8,
Stanford,2010,1,2
Stanford,2010,6,
Stanford,2009,6,
Stanford,2009,9,
Stanford,2009,3,
Stanford,2009,9,
Stanford,2009,8,
Stanford,2009,1,3
Stanford,2009,4,
Stanford,2009,1,3
Stanford,2009,1,3
Stanford,2009,1,1
Stanford,2009,1,3
Stanford,2009,1,3
Stanford,2009,4,
Stanford,2009,9,
Stanford,2009,1,3
Stanford,2009,9,
Stanford,2009,5,
Stanford,2008,1,2
Stanford,2008,1,2
Stanford,2008,5,
Stanford,2008,6,
Stanford,2008,1,1
Stanford,2008,1,2
Stanford,2008,6,
Stanford,2008,5,
Stanford,2008,1,2
Stanford,2008,6,
Stanford,2008,3,
Stanford,2008,1,3
Stanford,2008,8,
Stanford,2008,4,
Stanford,2008,1,3
Stanford,2008,5,
Stanford,2008,1,3
Stanford,2008,8,
Stanford,2008,3,
Stanford,2007,3,
Stanford,2007,3,
Stanford,2007,8,
Stanford,2007,1,3
Stanford,2007,5,
Stanford,2007,1,2
Stanford,2007,1,2
Stanford,2007,1,3
Stanford,2007,5,
Stanford,2007,1,2
Stanford,2007,1,3
Stanford,2007,1,3
Stanford,2007,9,
Stanford,2007,1,3
Stanford,2007,5,
Stanford,2007,1,2
Stanford,2007,1,2
Stanford,2007,1,3
Stanford,2007,1,3
Stanford,2007,1,2
Stanford,2007,1,2
Stanford,2006,3,
Stanford,2006,3,
Stanford,2006,5,
Stanford,2006,1,3
Stanford,2006,2,
Stanford,2006,4,
Stanford,2006,4,
Stanford,2006,1,2
Stanford,2006,1,3
Stanford,2006,1,1
Stanford,2006,1,3
Stanford,2005,3,
Stanford,2005,6,
Stanford,2005,1,3
Stanford,2005,1,3
Stanford,2005,6,
Stanford,2005,1,1
Stanford,2005,1,3
Stanford,2005,6,
Stanford,2005,1,3
Stanford,2005,1,3
Stanford,2005,1,3
Stanford,2005,1,1
Stanford,2005,6,
Stanford,2005,4,
Stanford,2005,1,1
Stanford,2005,8,
Stanford,2005,6,
Columbia,2020,1,3
Columbia,2020,5,
Columbia,2020,5,
Columbia,2020,9,
Columbia,2020,1,3
Columbia,2020,1,3
Columbia,2020,1,2
Columbia,2020,5,
Columbia,2020,1,3
Columbia,2020,1,2
Columbia,2020,1,1
Columbia,2020,1,3
Columbia,2020,2,
Columbia,2020,6,
Columbia,2020,10,
Columbia,2020,9,
Columbia,2020,1,3
Columbia,2020,1,3
Columbia,2020,10,
Columbia,2020,5,
Columbia,2020,3,
Columbia,2020,3,
Columbia,2020,1,3
Columbia,2019,3,
Columbia,2019,6,
Columbia,2019,1,3
Columbia,2019,7,
Columbia,2019,1,3
Columbia,2019,1,3
Columbia,2019,8,
Columbia,2019,1,3
Columbia,2019,6,
Columbia,2019,6,
Columbia,2019,6,
Columbia,2019,1,3
Columbia,2019,9,
Columbia,2019,1,3
Columbia,2019,5,
Columbia,2019,1,1
Columbia,2019,2,
Columbia,2018,1,3
Columbia,2018,3,
Columbia,2018,7,
Columbia,2018,1,1
Columbia,2018,1,3
Columbia,2018,1,3
Columbia,2018,1,3
Columbia,2018,3,
Columbia,2018,1,2
Columbia,2018,6,
Columbia,2018,3,
Columbia,2018,1,3
Columbia,2018,9,
Columbia,2018,2,
Columbia,2018,8,
Columbia,2018,1,3
Columbia,2018,8,
Columbia,2018,1,2
Columbia,2018,1,1
Columbia,2018,1,3
Columbia,2018,1,3
Columbia,2018,1,3
Columbia,2018,10,
Columbia,2018,3,
Columbia,2017,1,2
Columbia,2017,1,3
Columbia,2017,6,
Columbia,2017,8,
Columbia,2017,3,
Columbia,2017,1,3
Columbia,2017,1,1
Columbia,2017,6,
Columbia,2017,1,3
Columbia,2017,3,
Columbia,2017,5,
Columbia,2017,1,2
Columbia,2017,1,3
Columbia,2017,4,
Columbia,2017,1,1
Columbia,2017,1,3
Columbia,2017,3,
Columbia,2017,5,
Columbia,2016,6,
Columbia,2016,3,
Columbia,2016,1,3
Columbia,2016,2,
Columbia,2016,5,
Columbia,2016,6,
Columbia,2016,3,
Columbia,2016,3,
Columbia,2016,5,
Columbia,2016,2,
Columbia,2016,3,
Columbia,2016,1,3
Columbia,2016,10,
Columbia,2016,1,3
Columbia,2016,1,3
Columbia,2015,6,
Columbia,2015,3,
Columbia,2015,3,
Columbia,2015,1,3
Columbia,2015,1,3
Columbia,2015,2,
Columbia,2015,3,
Columbia,2015,3,
Columbia,2015,3,
Columbia,2015,4,
Columbia,2015,8,
Columbia,2015,8,
Columbia,2015,10,
Columbia,2015,1,3
Columbia,2015,1,3
Columbia,2015,1,3
Columbia,2015,3,
Columbia,2015,5,
Columbia,2015,1,2
Columbia,2015,9,
Columbia,2015,1,2
Columbia,2014,5,
Columbia,2014,5,
Columbia,2014,3,
Columbia,2014,1,3
Columbia,2014,1,1
Columbia,2014,1,1
Columbia,2014,8,
Columbia,2014,1,3
Columbia,2014,1,3
Columbia,2014,1,3
Columbia,2014,1,3
Columbia,2014,1,3
Columbia,2014,2,
Columbia,2014,6,
Columbia,2014,8,
Columbia,2014,8,
Columbia,2014,8,
Columbia,2014,1,3
Columbia,2014,1,3
Columbia,2014,1,1
Columbia,2014,1,1
Columbia,2014,1,1
Columbia,2013,1,2
Columbia,2013,1,2
Columbia,2013,1,2
Columbia,2013,1,1
Columbia,2013,3,
Columbia,2013,3,
Columbia,2013,1,2
Columbia,2013,1,3
Columbia,2013,1,3
Columbia,2013,1,3
Columbia,2013,1,3
Columbia,2013,1,3
Columbia,2013,3,
Columbia,2013,6,
Columbia,2013,6,
Columbia,2013,9,
Columbia,2013,1,3
Columbia,2013,1,3
Columbia,2013,9,
Columbia,2013,6,
Columbia,2012,1,1
Columbia,2012,1,2
Columbia,2012,5,
Columbia,2012,5,
Columbia,2012,1,2
Columbia,2012,1,2
Columbia,2012,1,2
Columbia,2012,1,3
Columbia,2012,1,3
Columbia,2012,1,3
Columbia,2012,1,3
Columbia,2012,4,
Columbia,2012,5,
Columbia,2012,1,1
Columbia,2012,3,
Columbia,2012,9,
Columbia,2011,6,
Columbia,2011,10,
Columbia,2011,3,
Columbia,2011,1,3
Columbia,2011,1,3
Columbia,2011,1,3
Columbia,2011,1,3
Columbia,2011,9,
NYU,2019,1,3
NYU,2019,9,
NYU,2019,3,
NYU,2019,1,3
NYU,2019,1,1
NYU,2019,1,1
NYU,2019,1,2
NYU,2019,1,3
NYU,2019,6,
NYU,2019,1,3
NYU,2019,1,1
NYU,2019,1,1
NYU,2019,1,3
NYU,2019,1,3
NYU,2019,3,
NYU,2019,5,
NYU,2019,5,
NYU,2018,5,
NYU,2018,3,
NYU,2018,5,
NYU,2018,3,
NYU,2018,1,1
NYU,2018,3,
NYU,2018,1,3
NYU,2018,1,3
NYU,2018,1,3
NYU,2018,1,3
NYU,2018,5,
NYU,2018,3,
NYU,2018,1,3
NYU,2018,3,
NYU,2018,6,
NYU,2017,1,3
NYU,2017,1,3
NYU,2017,1,3
NYU,2017,1,3
NYU,2017,1,3
NYU,2017,1,3
NYU,2017,1,1
NYU,2017,10,
NYU,2017,5,
NYU,2017,3,
NYU,2017,3,
NYU,2017,1,1
NYU,2016,1,1
NYU,2016,3,
NYU,2016,5,
NYU,2016,1,3
NYU,2016,1,1
NYU,2016,1,3
NYU,2016,1,3
NYU,2016,1,3
NYU,2016,1,3
NYU,2016,1,3
NYU,2016,1,2
NYU,2016,1,3
NYU,2016,3,
NYU,2016,3,
NYU,2016,1,1
NYU,2015,4,
NYU,2015,1,3
NYU,2015,6,
NYU,2015,1,3
NYU,2015,1,3
NYU,2015,1,2
NYU,2015,1,3
NYU,2015,1,3
NYU,2015,1,2
NYU,2015,1,3
NYU,2015,1,2
NYU,2015,1,3
NYU,2015,1,3
NYU,2015,3,
NYU,2015,3,
NYU,2014,3,
NYU,2014,1,2
NYU,2014,1,2
NYU,2014,1,3
NYU,2014,1,1
NYU,2014,1,3
NYU,2014,8,
NYU,2014,2,
NYU,2014,3,
NYU,2014,1,3
NYU,2014,1,3
NYU,2014,1,3
NYU,2014,1,2
NYU,2014,1,3
NYU,2014,3,
NYU,2014,3,
NYU,2013,1,3
NYU,2013,1,3
NYU,2013,1,3
NYU,2013,1,3
NYU,2013,5,
NYU,2013,1,3
NYU,2013,1,3
NYU,2013,1,1
NYU,2013,1,3
NYU,2013,1,2
NYU,2013,1,3
NYU,2013,1,1
NYU,2013,1,1
NYU,2012,1,1
NYU,2012,1,1
NYU,2012,3,
NYU,2012,3,
NYU,2012,3,
NYU,2012,3,
NYU,2012,3,
NYU,2012,8,
NYU,2012,1,3
NYU,2012,1,3
NYU,2012,1,3
NYU,2012,1,3
NYU,2012,1,3
NYU,2012,1,3
NYU,2012,1,3
NYU,2012,1,3
NYU,2012,5,
NYU,2012,5,
NYU,2012,5,
NYU,2012,1,3
NYU,2012,1,3
NYU,2012,1,3
NYU,2012,3,
NYU,2011,1,1
NYU,2011,3,
NYU,2011,3,
NYU,2011,3,
NYU,2011,1,3
NYU,2011,1,3
NYU,2011,1,3
NYU,2011,1,3
NYU,2011,1,3
NYU,2011,1,3
NYU,2011,1,3
NYU,2011,1,3
NYU,2011,1,3
NYU,2011,1,3
NYU,2011,1,3
NYU,2011,1,3
NYU,2011,1,3
NYU,2011,2,
NYU,2011,5,
NYU,2011,6,
Yale,2020,1,3
Yale,2020,1,1
Yale,2020,5,
Yale,2020,1,3
Yale,2020,1,3
Yale,2020,1,3
Yale,2020,1,3
Yale,2020,2,
Yale,2020,1,3
Yale,2020,6,
Yale,2020,6,
Yale,2020,1,2
Yale,2020,5,
Yale,2020,1,3
Yale,2020,1,1
Yale,2020,1,1
Yale,2020,9,
Yale,2020,1,1
Yale,2020,1,2
Yale,2019,2,
Yale,2019,3,
Yale,2019,1,2
Yale,2019,8,
Yale,2019,3,
Yale,2019,1,3
Yale,2019,1,1
Yale,2019,1,2
Yale,2019,1,1
Yale,2019,1,1
Yale,2019,1,2
Yale,2019,1,3
Yale,2019,3,
Yale,2019,1,3
Yale,2019,1,3
Yale,2019,5,
Yale,2019,4,
Yale,2019,1,3
Yale,2019,1,3
Yale,2018,1,1
Yale,2018,5,
Yale,2018,1,2
Yale,2018,1,1
Yale,2018,5,
Yale,2018,1,3
Yale,2018,1,3
Yale,2018,5,
Yale,2018,1,2
Yale,2018,1,2
Yale,2018,2,
Yale,2018,1,3
Yale ,2017,1,3
Yale ,2017,2,
Yale ,2017,1,2
Yale ,2017,8,
Yale ,2017,8,
Yale ,2017,2,
Yale ,2017,3,
Yale ,2017,1,1
Yale ,2017,1,1
Yale ,2016,1,3
Yale ,2016,8,
Yale ,2016,1,3
Yale ,2016,1,2
Yale ,2016,1,3
Yale ,2016,1,3
Yale ,2016,8,
Yale ,2016,1,3
Yale ,2016,1,3
Yale ,2016,1,3
Yale ,2016,3,
Yale ,2016,1,1
Yale ,2016,9,
Yale ,2016,1,2
Yale ,2016,1,1
Yale ,2016,1,2
Yale ,2016,1,2
Yale ,2016,6,
Yale ,2016,1,2
Yale ,2015,1,1
Yale ,2015,6,
Yale ,2015,4,
Yale ,2015,1,3
Yale ,2015,5,
Yale ,2015,2,
Yale ,2015,8,
Yale ,2015,8,
Yale ,2015,1,3
Yale ,2015,1,3
Yale ,2015,3,
Yale ,2015,3,
Yale ,2015,1,2
Yale ,2014,1,1
Yale ,2014,8,
Yale ,2014,1,3
Yale ,2014,1,3
Yale ,2014,1,3
Yale ,2014,2,
Yale ,2014,1,3
Yale ,2014,1,3
Yale ,2014,1,3
Yale ,2014,1,2
Yale ,2014,8,
Yale ,2014,2,
Yale ,2014,1,3
Yale ,2014,3,
Yale ,2014,3,
Yale ,2014,3,
Yale ,2014,1,2
Yale ,2014,1,1
Yale ,2014,5,
Yale ,2014,1,1
Yale ,2013,6,
Yale ,2013,6,
Yale ,2013,2,
Yale ,2013,1,3
Yale ,2013,1,3
Yale ,2013,1,3
Yale ,2013,1,3
Yale ,2013,2,
Yale ,2013,1,3
Yale ,2013,2,
Yale ,2013,2,
Yale ,2013,3,
Yale ,2013,3,
Yale ,2013,5,
Yale ,2013,1,1
Yale ,2013,1,2
Yale ,2012,10,
Yale ,2012,1,2
Yale ,2012,1,1
Yale ,2012,1,1
Yale ,2012,5,
Yale ,2012,8,
Yale ,2012,2,
Yale ,2012,1,3
Yale ,2012,8,
Yale ,2012,2,
Yale ,2012,1,3
Yale ,2012,1,3
Yale ,2012,1,3
Yale ,2012,6,
Yale ,2012,1,3
Yale ,2012,2,
Yale ,2012,5,
Yale ,2012,1,1
Yale ,2011,1,1
Yale ,2011,1,1
Yale ,2011,5,
Yale ,2011,1,1
Yale ,2011,2,
Yale ,2011,1,3
Yale ,2011,1,3
Yale ,2011,2,
Yale ,2011,1,2
Yale ,2011,1,2
Yale ,2011,1,3
Yale ,2011,1,3
Yale ,2011,1,3
Yale ,2011,1,3
Yale ,2011,1,2
Yale ,2011,3,
Yale ,2011,3,
Yale ,2011,1,2
Yale ,2010,1,1
Yale ,2010,1,2
Yale ,2010,1,1
Yale ,2010,5,
Yale ,2010,8,
Yale ,2010,1,3
Yale ,2010,1,3
Yale ,2010,1,3
Yale ,2010,5,
Yale ,2010,1,3
Yale ,2010,1,3
Yale ,2010,1,3
Yale ,2010,1,3
Yale ,2010,3,
Yale ,2010,1,1
Yale ,2010,1,2
Yale ,2010,1,2
Yale ,2009,1,2
Yale ,2009,6,
Yale ,2009,1,1
Yale ,2009,1,1
Yale ,2009,1,2
Yale ,2009,1,3
Yale ,2009,1,3
Yale ,2009,1,3
Yale ,2009,1,3
Yale ,2009,8,
Yale ,2009,2,
Yale ,2009,1,3
Yale ,2009,4,
Yale ,2009,1,2
Yale ,2009,1,1
Yale ,2009,1,1
Yale ,2009,4,
Yale ,2009,1,1
Yale ,2009,2,
Yale ,2008,1,2
Yale ,2008,1,2
Yale ,2008,1,2
Yale ,2008,2,
Yale ,2008,1,3
Yale ,2008,1,3
Yale ,2008,1,3
Yale ,2008,9,
Yale ,2008,2,
Yale ,2007,1,3
Yale ,2007,1,3
Yale ,2007,1,3
Yale ,2007,1,3
Yale ,2007,2,
Yale ,2007,5,
Yale ,2007,8,
Yale ,2007,1,3
Yale ,2007,1,2
Yale ,2007,6,
Yale ,2007,8,
Yale ,2007,8,
Yale ,2007,1,2
Yale ,2007,3,
Yale ,2006,1,2
Yale ,2006,2,
Yale ,2006,1,1
Yale ,2006,1,3
Yale ,2006,1,2
Yale ,2006,1,2
Yale ,2006,1,3
Yale ,2006,2,
Yale ,2006,1,3
Yale ,2006,6,
Yale ,2006,1,3
Yale ,2006,1,2
Yale ,2006,6,
Yale ,2006,5,
Yale ,2006,1,1
Yale ,2006,5,
Yale ,2006,1,3
Yale ,2006,1,3
Yale ,2006,2,
Yale ,2006,3,
Yale ,2005,3,
Yale ,2005,3,
Yale ,2005,1,1
Yale ,2005,1,1
Yale ,2005,1,3
Yale ,2005,6,
Yale ,2005,4,
Yale ,2005,1,3
Yale ,2005,1,3
Yale ,2005,5,
Yale ,2005,1,1
Yale ,2005,3,
Yale ,2005,1,1
Yale ,2005,1,3
Yale ,2005,6,
Yale ,2005,5,
Yale ,2005,1,3
Yale ,2005,1,3
Yale ,2005,1,3
Yale ,2005,1,3
Yale ,2004,3,
Yale ,2004,6,
Yale ,2004,1,2
Yale ,2004,1,1
Yale ,2004,1,2
Yale ,2004,6,
Yale ,2004,5,
Yale ,2004,6,
Yale ,2004,1,3
Yale ,2004,1,3
Yale ,2004,1,1
Yale ,2004,1,3
Yale ,2004,1,1
Yale ,2004,1,2
Yale ,2004,1,3
Yale ,2003,6,
Yale ,2003,10,
Yale ,2003,2,
Yale ,2003,6,
Yale ,2003,1,3
Yale ,2003,1,1
Yale ,2003,1,3
Yale ,2003,9,
Yale ,2003,1,3
Yale ,2003,1,3
Yale ,2003,1,2
Yale ,2003,1,2
Yale ,2003,1,3
Yale ,2003,1,2
Yale ,2003,1,3
Yale ,2003,1,2
Yale ,2002,3,
Yale ,2002,3,
Yale ,2002,3,
Yale ,2002,1,3
Yale ,2002,1,2
Yale ,2002,1,3
Yale ,2002,4,
Yale ,2002,1,3
Yale ,2002,1,3
Yale ,2002,1,3
Yale ,2002,1,3
Yale ,2002,1,1
Yale ,2002,1,3
Yale ,2002,5,
Yale ,2002,5,
Yale ,2001,3,
Yale ,2001,3,
Yale ,2001,1,3
Yale ,2001,1,1
Yale ,2001,1,3
Yale ,2001,5,
Yale ,2001,1,2
Yale ,2001,1,1
Yale ,2001,2,
Yale ,2001,1,1
Yale ,2001,10,
Yale ,2001,5,
Yale ,2001,1,3
Yale ,2001,1,2
Yale ,2000,3,
Yale ,2000,1,1
Yale ,2000,1,3
Yale ,2000,1,3
Yale ,2000,1,3
Yale ,2000,1,3
Yale ,2000,1,1
Yale ,2000,1,3
Yale ,2000,2,
Yale ,2000,1,3
Yale ,2000,1,3
Yale ,2000,1,3
Yale ,1999,3,
Yale ,1999,3,
Yale ,1999,6,
Yale ,1999,8,
Yale ,1999,1,2
Yale ,1999,1,1
Yale ,1999,2,
Yale ,1999,1,3
Yale ,1999,8,
Yale ,1999,1,3
Yale ,1999,1,1
Yale ,1998,3,
Yale ,1998,3,
Yale ,1998,1,3
Yale ,1998,6,
Yale ,1998,6,
Yale ,1998,1,3
Yale ,1998,1,1
Yale ,1998,10,
Yale ,1998,1,3
Yale ,1998,1,3
Yale ,1998,1,2
Yale ,1998,1,3
Yale ,1998,1,2
Yale ,1998,4,
Yale ,1998,1,3
Yale ,1998,2,
Yale ,1998,2,
Yale ,1998,1,2
Yale ,1998,2,
Yale ,1998,9,
Yale ,1998,1,3
Yale ,1998,1,1
Yale ,1998,1,1
Yale ,1998,1,1
Brown,2020,1,3
Brown,2020,1,3
Brown,2020,1,3
Brown,2020,10,
Brown,2020,6,
Brown,2020,10,
Brown,2020,10,
Brown,2020,1,3
Brown,2020,3,
Brown,2020,10,
Brown,2020,8,
Brown,2019,10,
